query_alias,record_id,canonical_product_tr,sector,candidate_cn,cbam_scope_candidate,base_confidence,disambiguation_questions,exclusion_or_alt_triggers,notes,source_url
"aluminyum levha / sac / serit >0,2 mm",AL-005,"Alüminyum levha / sac / şerit >0,2 mm",Alüminyum,7606,IN,high,"Kalınlık 0,2 mm üzerinde mi?",,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum plaka,AL-005,"Alüminyum levha / sac / şerit >0,2 mm",Alüminyum,7606,IN,high,"Kalınlık 0,2 mm üzerinde mi?",,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum rulo,AL-005,"Alüminyum levha / sac / şerit >0,2 mm",Alüminyum,7606,IN,high,"Kalınlık 0,2 mm üzerinde mi?",,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum sac,AL-005,"Alüminyum levha / sac / şerit >0,2 mm",Alüminyum,7606,IN,high,"Kalınlık 0,2 mm üzerinde mi?",,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum levha,AL-005,"Alüminyum levha / sac / şerit >0,2 mm",Alüminyum,7606,IN,high,"Kalınlık 0,2 mm üzerinde mi?",,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
"alüminyum levha / sac / şerit >0,2 mm",AL-005,"Alüminyum levha / sac / şerit >0,2 mm",Alüminyum,7606,IN,high,"Kalınlık 0,2 mm üzerinde mi?",,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum plaka,AL-005,"Alüminyum levha / sac / şerit >0,2 mm",Alüminyum,7606,IN,high,"Kalınlık 0,2 mm üzerinde mi?",,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum rulo,AL-005,"Alüminyum levha / sac / şerit >0,2 mm",Alüminyum,7606,IN,high,"Kalınlık 0,2 mm üzerinde mi?",,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum sac,AL-005,"Alüminyum levha / sac / şerit >0,2 mm",Alüminyum,7606,IN,high,"Kalınlık 0,2 mm üzerinde mi?",,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminium foil,AL-006,"Alüminyum folyo ≤0,2 mm",Alüminyum,7607,IN,high,"Metal kısmın kalınlığı 0,2 mm veya altında mı? || Destek malzemesi var mı?",,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum folyo,AL-006,"Alüminyum folyo ≤0,2 mm",Alüminyum,7607,IN,high,"Metal kısmın kalınlığı 0,2 mm veya altında mı? || Destek malzemesi var mı?",,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
"aluminyum folyo ≤0,2 mm",AL-006,"Alüminyum folyo ≤0,2 mm",Alüminyum,7607,IN,high,"Metal kısmın kalınlığı 0,2 mm veya altında mı? || Destek malzemesi var mı?",,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum kompozit folyo,AL-006,"Alüminyum folyo ≤0,2 mm",Alüminyum,7607,IN,high,"Metal kısmın kalınlığı 0,2 mm veya altında mı? || Destek malzemesi var mı?",,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum folyo,AL-006,"Alüminyum folyo ≤0,2 mm",Alüminyum,7607,IN,high,"Metal kısmın kalınlığı 0,2 mm veya altında mı? || Destek malzemesi var mı?",,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
"alüminyum folyo ≤0,2 mm",AL-006,"Alüminyum folyo ≤0,2 mm",Alüminyum,7607,IN,high,"Metal kısmın kalınlığı 0,2 mm veya altında mı? || Destek malzemesi var mı?",,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum kompozit folyo,AL-006,"Alüminyum folyo ≤0,2 mm",Alüminyum,7607,IN,high,"Metal kısmın kalınlığı 0,2 mm veya altında mı? || Destek malzemesi var mı?",,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
folyo rulo,AL-006,"Alüminyum folyo ≤0,2 mm",Alüminyum,7607,IN,high,"Metal kısmın kalınlığı 0,2 mm veya altında mı? || Destek malzemesi var mı?",,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
lamine aluminyum folyo,AL-006,"Alüminyum folyo ≤0,2 mm",Alüminyum,7607,IN,high,"Metal kısmın kalınlığı 0,2 mm veya altında mı? || Destek malzemesi var mı?",,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
lamine alüminyum folyo,AL-006,"Alüminyum folyo ≤0,2 mm",Alüminyum,7607,IN,high,"Metal kısmın kalınlığı 0,2 mm veya altında mı? || Destek malzemesi var mı?",,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminium pipe,AL-007,Alüminyum boru,Alüminyum,7608,IN,high,İçi boş profil mi yoksa boru mu?,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminium tube,AL-007,Alüminyum boru,Alüminyum,7608,IN,high,İçi boş profil mi yoksa boru mu?,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum boru,AL-007,Alüminyum boru,Alüminyum,7608,IN,high,İçi boş profil mi yoksa boru mu?,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum boru,AL-007,Alüminyum boru,Alüminyum,7608,IN,high,İçi boş profil mi yoksa boru mu?,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminium pipe fitting,AL-008,Alüminyum boru fitting,Alüminyum,76090000,IN,high,,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum boru fitting,AL-008,Alüminyum boru fitting,Alüminyum,76090000,IN,high,,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum dirsek,AL-008,Alüminyum boru fitting,Alüminyum,76090000,IN,high,,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum fitting,AL-008,Alüminyum boru fitting,Alüminyum,76090000,IN,high,,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum manson,AL-008,Alüminyum boru fitting,Alüminyum,76090000,IN,high,,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum rakor,AL-008,Alüminyum boru fitting,Alüminyum,76090000,IN,high,,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum boru fitting,AL-008,Alüminyum boru fitting,Alüminyum,76090000,IN,high,,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum dirsek,AL-008,Alüminyum boru fitting,Alüminyum,76090000,IN,high,,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum fitting,AL-008,Alüminyum boru fitting,Alüminyum,76090000,IN,high,,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum manşon,AL-008,Alüminyum boru fitting,Alüminyum,76090000,IN,high,,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum rakor,AL-008,Alüminyum boru fitting,Alüminyum,76090000,IN,high,,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminium door,AL-009,Alüminyum kapı / pencere / doğrama,Alüminyum,76101000,IN,high,"Ana taşıyıcı malzeme alüminyum mu? || Komple pencere/kapı mı, yalnız profil mi?",Yalnız ham profil ise 7604 olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminium window,AL-009,Alüminyum kapı / pencere / doğrama,Alüminyum,76101000,IN,high,"Ana taşıyıcı malzeme alüminyum mu? || Komple pencere/kapı mı, yalnız profil mi?",Yalnız ham profil ise 7604 olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum dograma,AL-009,Alüminyum kapı / pencere / doğrama,Alüminyum,76101000,IN,high,"Ana taşıyıcı malzeme alüminyum mu? || Komple pencere/kapı mı, yalnız profil mi?",Yalnız ham profil ise 7604 olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum kapi,AL-009,Alüminyum kapı / pencere / doğrama,Alüminyum,76101000,IN,high,"Ana taşıyıcı malzeme alüminyum mu? || Komple pencere/kapı mı, yalnız profil mi?",Yalnız ham profil ise 7604 olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum kapi / pencere / dograma,AL-009,Alüminyum kapı / pencere / doğrama,Alüminyum,76101000,IN,high,"Ana taşıyıcı malzeme alüminyum mu? || Komple pencere/kapı mı, yalnız profil mi?",Yalnız ham profil ise 7604 olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum pencere,AL-009,Alüminyum kapı / pencere / doğrama,Alüminyum,76101000,IN,high,"Ana taşıyıcı malzeme alüminyum mu? || Komple pencere/kapı mı, yalnız profil mi?",Yalnız ham profil ise 7604 olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum surme dograma,AL-009,Alüminyum kapı / pencere / doğrama,Alüminyum,76101000,IN,high,"Ana taşıyıcı malzeme alüminyum mu? || Komple pencere/kapı mı, yalnız profil mi?",Yalnız ham profil ise 7604 olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum doğrama,AL-009,Alüminyum kapı / pencere / doğrama,Alüminyum,76101000,IN,high,"Ana taşıyıcı malzeme alüminyum mu? || Komple pencere/kapı mı, yalnız profil mi?",Yalnız ham profil ise 7604 olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum kapı,AL-009,Alüminyum kapı / pencere / doğrama,Alüminyum,76101000,IN,high,"Ana taşıyıcı malzeme alüminyum mu? || Komple pencere/kapı mı, yalnız profil mi?",Yalnız ham profil ise 7604 olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum kapı / pencere / doğrama,AL-009,Alüminyum kapı / pencere / doğrama,Alüminyum,76101000,IN,high,"Ana taşıyıcı malzeme alüminyum mu? || Komple pencere/kapı mı, yalnız profil mi?",Yalnız ham profil ise 7604 olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum pencere,AL-009,Alüminyum kapı / pencere / doğrama,Alüminyum,76101000,IN,high,"Ana taşıyıcı malzeme alüminyum mu? || Komple pencere/kapı mı, yalnız profil mi?",Yalnız ham profil ise 7604 olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum sürme doğrama,AL-009,Alüminyum kapı / pencere / doğrama,Alüminyum,76101000,IN,high,"Ana taşıyıcı malzeme alüminyum mu? || Komple pencere/kapı mı, yalnız profil mi?",Yalnız ham profil ise 7604 olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
isi yalitimli aluminyum pencere,AL-009,Alüminyum kapı / pencere / doğrama,Alüminyum,76101000,IN,high,"Ana taşıyıcı malzeme alüminyum mu? || Komple pencere/kapı mı, yalnız profil mi?",Yalnız ham profil ise 7604 olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
ısı yalıtımlı alüminyum pencere,AL-009,Alüminyum kapı / pencere / doğrama,Alüminyum,76101000,IN,high,"Ana taşıyıcı malzeme alüminyum mu? || Komple pencere/kapı mı, yalnız profil mi?",Yalnız ham profil ise 7604 olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum balkon sistemi,AL-010,Alüminyum yapı / korkuluk / cephe,Alüminyum,7610,IN,high,Ürün yapıda kullanılmak üzere hazırlanmış mı? || Prefabrik bina niteliğinde mi?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum cati,AL-010,Alüminyum yapı / korkuluk / cephe,Alüminyum,7610,IN,high,Ürün yapıda kullanılmak üzere hazırlanmış mı? || Prefabrik bina niteliğinde mi?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum cephe,AL-010,Alüminyum yapı / korkuluk / cephe,Alüminyum,7610,IN,high,Ürün yapıda kullanılmak üzere hazırlanmış mı? || Prefabrik bina niteliğinde mi?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum kolon,AL-010,Alüminyum yapı / korkuluk / cephe,Alüminyum,7610,IN,high,Ürün yapıda kullanılmak üzere hazırlanmış mı? || Prefabrik bina niteliğinde mi?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum kopru,AL-010,Alüminyum yapı / korkuluk / cephe,Alüminyum,7610,IN,high,Ürün yapıda kullanılmak üzere hazırlanmış mı? || Prefabrik bina niteliğinde mi?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum korkuluk,AL-010,Alüminyum yapı / korkuluk / cephe,Alüminyum,7610,IN,high,Ürün yapıda kullanılmak üzere hazırlanmış mı? || Prefabrik bina niteliğinde mi?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum kule,AL-010,Alüminyum yapı / korkuluk / cephe,Alüminyum,7610,IN,high,Ürün yapıda kullanılmak üzere hazırlanmış mı? || Prefabrik bina niteliğinde mi?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum kupeste,AL-010,Alüminyum yapı / korkuluk / cephe,Alüminyum,7610,IN,high,Ürün yapıda kullanılmak üzere hazırlanmış mı? || Prefabrik bina niteliğinde mi?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum pergola,AL-010,Alüminyum yapı / korkuluk / cephe,Alüminyum,7610,IN,high,Ürün yapıda kullanılmak üzere hazırlanmış mı? || Prefabrik bina niteliğinde mi?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum veranda,AL-010,Alüminyum yapı / korkuluk / cephe,Alüminyum,7610,IN,high,Ürün yapıda kullanılmak üzere hazırlanmış mı? || Prefabrik bina niteliğinde mi?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum yapi / korkuluk / cephe,AL-010,Alüminyum yapı / korkuluk / cephe,Alüminyum,7610,IN,high,Ürün yapıda kullanılmak üzere hazırlanmış mı? || Prefabrik bina niteliğinde mi?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum balkon sistemi,AL-010,Alüminyum yapı / korkuluk / cephe,Alüminyum,7610,IN,high,Ürün yapıda kullanılmak üzere hazırlanmış mı? || Prefabrik bina niteliğinde mi?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum cephe,AL-010,Alüminyum yapı / korkuluk / cephe,Alüminyum,7610,IN,high,Ürün yapıda kullanılmak üzere hazırlanmış mı? || Prefabrik bina niteliğinde mi?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum kolon,AL-010,Alüminyum yapı / korkuluk / cephe,Alüminyum,7610,IN,high,Ürün yapıda kullanılmak üzere hazırlanmış mı? || Prefabrik bina niteliğinde mi?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum korkuluk,AL-010,Alüminyum yapı / korkuluk / cephe,Alüminyum,7610,IN,high,Ürün yapıda kullanılmak üzere hazırlanmış mı? || Prefabrik bina niteliğinde mi?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum kule,AL-010,Alüminyum yapı / korkuluk / cephe,Alüminyum,7610,IN,high,Ürün yapıda kullanılmak üzere hazırlanmış mı? || Prefabrik bina niteliğinde mi?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum köprü,AL-010,Alüminyum yapı / korkuluk / cephe,Alüminyum,7610,IN,high,Ürün yapıda kullanılmak üzere hazırlanmış mı? || Prefabrik bina niteliğinde mi?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum küpeşte,AL-010,Alüminyum yapı / korkuluk / cephe,Alüminyum,7610,IN,high,Ürün yapıda kullanılmak üzere hazırlanmış mı? || Prefabrik bina niteliğinde mi?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum pergola,AL-010,Alüminyum yapı / korkuluk / cephe,Alüminyum,7610,IN,high,Ürün yapıda kullanılmak üzere hazırlanmış mı? || Prefabrik bina niteliğinde mi?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum veranda,AL-010,Alüminyum yapı / korkuluk / cephe,Alüminyum,7610,IN,high,Ürün yapıda kullanılmak üzere hazırlanmış mı? || Prefabrik bina niteliğinde mi?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum yapı / korkuluk / cephe,AL-010,Alüminyum yapı / korkuluk / cephe,Alüminyum,7610,IN,high,Ürün yapıda kullanılmak üzere hazırlanmış mı? || Prefabrik bina niteliğinde mi?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum çatı,AL-010,Alüminyum yapı / korkuluk / cephe,Alüminyum,7610,IN,high,Ürün yapıda kullanılmak üzere hazırlanmış mı? || Prefabrik bina niteliğinde mi?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminium tank,AL-011,Büyük alüminyum tank >300 L,Alüminyum,76110000,IN,medium,Kapasite 300 L üzerinde mi? || Basınçlı gaz için mi? || Mekanik/termal ekipman var mı?,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum depo,AL-011,Büyük alüminyum tank >300 L,Alüminyum,76110000,IN,medium,Kapasite 300 L üzerinde mi? || Basınçlı gaz için mi? || Mekanik/termal ekipman var mı?,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum rezervuar,AL-011,Büyük alüminyum tank >300 L,Alüminyum,76110000,IN,medium,Kapasite 300 L üzerinde mi? || Basınçlı gaz için mi? || Mekanik/termal ekipman var mı?,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum tank,AL-011,Büyük alüminyum tank >300 L,Alüminyum,76110000,IN,medium,Kapasite 300 L üzerinde mi? || Basınçlı gaz için mi? || Mekanik/termal ekipman var mı?,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum depo,AL-011,Büyük alüminyum tank >300 L,Alüminyum,76110000,IN,medium,Kapasite 300 L üzerinde mi? || Basınçlı gaz için mi? || Mekanik/termal ekipman var mı?,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum rezervuar,AL-011,Büyük alüminyum tank >300 L,Alüminyum,76110000,IN,medium,Kapasite 300 L üzerinde mi? || Basınçlı gaz için mi? || Mekanik/termal ekipman var mı?,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum tank,AL-011,Büyük alüminyum tank >300 L,Alüminyum,76110000,IN,medium,Kapasite 300 L üzerinde mi? || Basınçlı gaz için mi? || Mekanik/termal ekipman var mı?,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
buyuk aluminyum tank >300 l,AL-011,Büyük alüminyum tank >300 L,Alüminyum,76110000,IN,medium,Kapasite 300 L üzerinde mi? || Basınçlı gaz için mi? || Mekanik/termal ekipman var mı?,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
büyük alüminyum tank >300 l,AL-011,Büyük alüminyum tank >300 L,Alüminyum,76110000,IN,medium,Kapasite 300 L üzerinde mi? || Basınçlı gaz için mi? || Mekanik/termal ekipman var mı?,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aerosol kutusu,AL-012,Alüminyum kutu / aerosol kutusu / kap ≤300 L,Alüminyum,7612,IN,medium,Kapasite ≤300 L mi? || Ambalaj türü aerosol/kutu/tüp mü?,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminium can,AL-012,Alüminyum kutu / aerosol kutusu / kap ≤300 L,Alüminyum,7612,IN,medium,Kapasite ≤300 L mi? || Ambalaj türü aerosol/kutu/tüp mü?,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum kutu,AL-012,Alüminyum kutu / aerosol kutusu / kap ≤300 L,Alüminyum,7612,IN,medium,Kapasite ≤300 L mi? || Ambalaj türü aerosol/kutu/tüp mü?,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum kutu / aerosol kutusu / kap ≤300 l,AL-012,Alüminyum kutu / aerosol kutusu / kap ≤300 L,Alüminyum,7612,IN,medium,Kapasite ≤300 L mi? || Ambalaj türü aerosol/kutu/tüp mü?,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum teneke,AL-012,Alüminyum kutu / aerosol kutusu / kap ≤300 L,Alüminyum,7612,IN,medium,Kapasite ≤300 L mi? || Ambalaj türü aerosol/kutu/tüp mü?,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum tup ambalaj,AL-012,Alüminyum kutu / aerosol kutusu / kap ≤300 L,Alüminyum,7612,IN,medium,Kapasite ≤300 L mi? || Ambalaj türü aerosol/kutu/tüp mü?,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum varil,AL-012,Alüminyum kutu / aerosol kutusu / kap ≤300 L,Alüminyum,7612,IN,medium,Kapasite ≤300 L mi? || Ambalaj türü aerosol/kutu/tüp mü?,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum kutu,AL-012,Alüminyum kutu / aerosol kutusu / kap ≤300 L,Alüminyum,7612,IN,medium,Kapasite ≤300 L mi? || Ambalaj türü aerosol/kutu/tüp mü?,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum kutu / aerosol kutusu / kap ≤300 l,AL-012,Alüminyum kutu / aerosol kutusu / kap ≤300 L,Alüminyum,7612,IN,medium,Kapasite ≤300 L mi? || Ambalaj türü aerosol/kutu/tüp mü?,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum teneke,AL-012,Alüminyum kutu / aerosol kutusu / kap ≤300 L,Alüminyum,7612,IN,medium,Kapasite ≤300 L mi? || Ambalaj türü aerosol/kutu/tüp mü?,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum tüp ambalaj,AL-012,Alüminyum kutu / aerosol kutusu / kap ≤300 L,Alüminyum,7612,IN,medium,Kapasite ≤300 L mi? || Ambalaj türü aerosol/kutu/tüp mü?,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum varil,AL-012,Alüminyum kutu / aerosol kutusu / kap ≤300 L,Alüminyum,7612,IN,medium,Kapasite ≤300 L mi? || Ambalaj türü aerosol/kutu/tüp mü?,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminium gas cylinder,AL-013,Alüminyum basınçlı gaz kabı,Alüminyum,76130000,IN,high,,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum basincli gaz kabi,AL-013,Alüminyum basınçlı gaz kabı,Alüminyum,76130000,IN,high,,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum basincli kap,AL-013,Alüminyum basınçlı gaz kabı,Alüminyum,76130000,IN,high,,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
aluminyum gaz tupu,AL-013,Alüminyum basınçlı gaz kabı,Alüminyum,76130000,IN,high,,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum basınçlı gaz kabı,AL-013,Alüminyum basınçlı gaz kabı,Alüminyum,76130000,IN,high,,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
alüminyum basınçlı kap,AL-013,Alüminyum basınçlı gaz kabı,Alüminyum,76130000,IN,high,,,,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
